Model,Type,Name,SecondaryName,Population,HasStratification,NumFlows,FlowTypes,Source,Confidence,Notes,Target,FlowType,Rate,HasStratumSpecificRates,Description,ParameterType,Value,Unit,Category,Values
Malaria3,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.14,False,Mosquito infection from treated infectious humans T before parasite clearance; infectivity depends on drug properties and is reduced relative to pre-treatment state,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,InfectiousMosquitoes,RateFlow,//@parameters.15,False,Progression of infected mosquitoes through the extrinsic incubation period into infectious mosquitoes,,,,,
Malaria3,Parameter,SusceptibleToSymptomaticInfectionRate,,,,,,Model file,Certain,,,,,,Representative force-of-infection term from infectious mosquito bites leading to symptomatic infection after the liver-stage delay,CONSTANT,0.040,,,
Malaria3,Parameter,SusceptibleToAsymptomaticInfectionRate,,,,,,Model file,Certain,,,,,,Representative force-of-infection term from infectious mosquito bites leading to asymptomatic patent infection,CONSTANT,0.030,,,
Malaria3,Parameter,TreatmentRate,,,,,,Model file,Certain,,,,,,Rate at which symptomatic infections receive treatment and move into the treated infectious state T,CONSTANT,0.35,,,
Malaria3,Parameter,SymptomaticToAsymptomaticRate,,,,,,Model file,Certain,,,,,,Progression of untreated symptomatic infections into asymptomatic patent infection A,CONSTANT,0.20,,,
Malaria3,Parameter,SuperinfectionToSymptomaticRate,,,,,,Model file,Certain,,,,,,Superinfection rate for already-infected humans resulting in symptomatic infection,CONSTANT,0.025,,,
Malaria3,Parameter,SuperinfectionToAsymptomaticRate,,,,,,Model file,Certain,,,,,,Superinfection rate for already-infected humans resulting in asymptomatic patent infection,CONSTANT,0.020,,,
Malaria3,Parameter,PatentToSubpatentRate,,,,,,Model file,Certain,,,,,,Progression rate from asymptomatic patent infection A to subpatent infectious state U,CONSTANT,0.10,,,
Malaria3,Parameter,SubpatentClearanceRate,,,,,,Model file,Certain,,,,,,Clearance rate from subpatent infectious state U back to susceptible state S,CONSTANT,0.05,,,
Malaria3,Parameter,TreatmentRecoveryToProtectionRate,,,,,,Model file,Certain,,,,,,Rate of parasite clearance after treatment and movement into prophylactic protection P,CONSTANT,0.25,,,
Malaria3,Parameter,TreatmentFailureRate,,,,,,Model file,Certain,,,,,,Treatment failure rate from T to A; treatment failures enter the asymptomatic state in the paper,CONSTANT,0.05,,,
Malaria3,Parameter,ProtectionLossRate,,,,,,Model file,Certain,,,,,,Loss of post-treatment prophylactic protection and return to susceptible state,CONSTANT,0.08,,,
Malaria3,Parameter,HumanToMosquitoTransmissionRate_D,,,,,,Model file,Certain,,,,,,Mosquito infection rate from symptomatic infectious humans D; highest human-to-mosquito infectivity class,CONSTANT,0.20,,,
Malaria3,Parameter,HumanToMosquitoTransmissionRate_A,,,,,,Model file,Certain,,,,,,Mosquito infection rate from asymptomatic patent infectious humans A; approximately three-fold lower than D,CONSTANT,0.067,,,
Malaria3,Parameter,HumanToMosquitoTransmissionRate_U,,,,,,Model file,Certain,,,,,,Mosquito infection rate from subpatent infectious humans U; approximately seventeen-fold lower than D,CONSTANT,0.012,,,
Malaria3,Parameter,HumanToMosquitoTransmissionRate_T,,,,,,Model file,Certain,,,,,,"Mosquito infection rate from treated infectious humans T before parasite clearance, reduced by treatment",CONSTANT,0.04,,,
Malaria3,Parameter,MosquitoLatentProgressionRate,,,,,,Model file,Certain,,,,,,Progression rate from exposed mosquitoes to infectious mosquitoes in the SEI vector model,CONSTANT,0.10,,,
Measles1,Compartment,Susceptible children,,2142,False,5.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Un-monitored vaccinated children,,2382,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Monitored vaccinated children,,50,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Exposed children,,5,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Infectious children,,2,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Immune children,,19271,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Susceptible adults,,6408,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Un-monitored vaccinated adults,,5703,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Vaccinated adults (catch-up/monitored),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Exposed adults,,3,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Infectious adults,,1,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles1,Compartment,Immune adults,,46145,False,0.0,None,Model file,Certain,,,,,,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed children,RateFlow,//@parameters.2,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed children,RateFlow,//@parameters.2,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Un-monitored vaccinated children,RateFlow,//@parameters.0,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Monitored vaccinated children,RateFlow,//@parameters.1,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Susceptible adults,RateFlow,//@parameters.6,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed children,RateFlow,//@parameters.17,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed children,RateFlow,//@parameters.17,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Immune children,RateFlow,//@parameters.9,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Un-monitored vaccinated adults,RateFlow,//@parameters.6,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Immune children,RateFlow,//@parameters.10,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Infectious children,RateFlow,//@parameters.11,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed adults,RateFlow,//@parameters.6,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Immune children,RateFlow,//@parameters.5,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Infectious adults,RateFlow,//@parameters.6,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Immune adults,RateFlow,//@parameters.6,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed adults,RateFlow,//@parameters.3,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed adults,RateFlow,//@parameters.3,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Vaccinated adults (catch-up/monitored),RateFlow,//@parameters.13,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed adults,RateFlow,//@parameters.18,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Exposed adults,RateFlow,//@parameters.18,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Immune adults,RateFlow,//@parameters.8,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Immune adults,RateFlow,//@parameters.8,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Infectious adults,RateFlow,//@parameters.11,False,,,,,,
Measles1,Flow,,,,,,,Model file,Certain,,Immune adults,RateFlow,//@parameters.5,False,,,,,,
Measles1,Parameter,ξU,,,,,,Model file,Certain,,,,,,Un-monitored child vaccination rate (xU),CONSTANT,0.0087,1/week,,
Measles1,Parameter,ξM,,,,,,Model file,Certain,,,,,,Monitored child vaccination rate (xM),CONSTANT,4.77e-5,1/week,,
Measles1,Parameter,βC,,,,,,Model file,Certain,,,,,,Child transmission rate (βC),CONSTANT,0.00188,1/week,,
Measles1,Parameter,βA,,,,,,Model file,Certain,,,,,,Adult transmission rate (βA),CONSTANT,1.00e-5,1/week,,
Measles1,Parameter,m,,,,,,Model file,Certain,,,,,,Natural death rate (m),CONSTANT,2.68e-4,1/week,,
Measles1,Parameter,γ,,,,,,Model file,Certain,,,,,,Recovery-immunity rate after infection (g),CONSTANT,0.5,1/week,,
Measles1,Parameter,φ,,,,,,Model file,Certain,,,,,,Maturation rate child→adult (j),CONSTANT,0.00128,1/week,,
Measles1,Parameter,e,,,,,,Model file,Certain,,,,,,Vaccine failure fraction; vaccine effectiveness is (1-e),CONSTANT,0.2,dimensionless,,
Measles1,Parameter,ηA,,,,,,Model file,Certain,,,,,,Immunization rate for adult vaccinated groups (hA),CONSTANT,0,1/week,,
Measles1,Parameter,ηU,,,,,,Model file,Certain,,,,,,Immunization rate for un-monitored vaccinated children (hU),CONSTANT,3e-6,1/week,,
Measles1,Parameter,ηM,,,,,,Model file,Certain,,,,,,Immunization rate for monitored vaccinated children (hM),CONSTANT,0.0167,1/week,,
Measles1,Parameter,δ,,,,,,Model file,Certain,,,,,,Incubation progression rate E→I (d in paper notation),CONSTANT,0.7,1/week,,
Measles1,Parameter,d,,,,,,Model file,Certain,,,,,,Disease-induced death rate (d),CONSTANT,9.34e-5,1/week,,
Measles1,Parameter,ξA,,,,,,Model file,Certain,,,,,,Adult vaccination rate SA→VA (xA),CONSTANT,0,1/week,,
Measles1,Parameter,α,,,,,,Model file,Certain,,,,,,Contact network fraction a (portion of population in contact network),CONSTANT,0.01253,dimensionless,,
Measles1,Parameter,q,,,,,,Model file,Certain,,,,,,Case reporting fraction (used for incidence: q·δ·E(t)),CONSTANT,0.15,dimensionless,,
Measles1,Parameter,L,,,,,,Model file,Certain,,,,,,Recruitment rate into children susceptible (L),CONSTANT,0.02197,1/week,,
Measles1,Parameter,e * βC,,,,,,Model file,Certain,,,,,,Leak transmission rate for un-monitored vaccinated children,EXPRESSION,e * βC,1/week,,
Measles1,Parameter,e * βA,,,,,,Model file,Certain,,,,,,Leak transmission rate for un-monitored vaccinated adults,EXPRESSION,e * βA,1/week,,
Measles2,Compartment,MaternalProtected,,50,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles2,Compartment,Susceptible,,9000,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles2,Compartment,VaccinatedOneDose,,700,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles2,Compartment,VaccinatedTwoDose,,220,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles2,Compartment,Exposed,,10,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles2,Compartment,Infectious,,10,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles2,Compartment,Recovered,,10,False,0.0,None,Model file,Certain,,,,,,,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.0,False,Loss of maternal immunity; the paper fitted the duration of maternal immunity in the transmission model,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,VaccinatedOneDose,RateFlow,//@parameters.1,False,Receipt of first MMR dose; represents movement into single-dose vaccinated status,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.2,False,Primary measles infection in unvaccinated susceptibles,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,VaccinatedTwoDose,RateFlow,//@parameters.3,False,Receipt of second MMR dose; timing of this transition is the main policy lever studied in the paper,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.4,False,Breakthrough infection after one vaccine dose; reduced relative to fully susceptible individuals,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.5,False,Breakthrough infection after two vaccine doses; much lower than after one dose,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.6,False,Waning of vaccine-induced immunity; included because waning was examined in sensitivity analyses in the paper,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,Infectious,RateFlow,//@parameters.7,False,Progression from exposed to infectious measles,,,,,
Measles2,Flow,,,,,,,Model file,Certain,,Recovered,RateFlow,//@parameters.8,False,Recovery from infectious measles into post-infection immune class,,,,,
Measles2,Parameter,MaternalImmunityLossRate,,,,,,Model file,Certain,,,,,,Representative loss rate of maternal protection; paper fitted duration of maternal immunity in the measles model,CONSTANT,0.167,,,
Measles2,Parameter,MMR1VaccinationRate,,,,,,Model file,Certain,,,,,,"Transition into one-dose vaccinated status; coverage varies by age, region, and scenario in the paper",CONSTANT,0.25,,,
Measles2,Parameter,SusceptibleInfectionRate,,,,,,Model file,Certain,,,,,,Baseline infection rate for susceptible individuals within one representative age-region stratum,CONSTANT,0.80,,,
Measles2,Parameter,MMR2VaccinationRate,,,,,,Model file,Certain,,,,,,Transition into two-dose vaccinated status; changing its timing is central to the paper's scenarios,CONSTANT,0.18,,,
Measles2,Parameter,OneDoseBreakthroughRate,,,,,,Model file,Certain,,,,,,"Reduced infection rate after one vaccine dose, representing imperfect protection and primary vaccine failure",CONSTANT,0.08,,,
Measles2,Parameter,TwoDoseBreakthroughRate,,,,,,Model file,Certain,,,,,,Reduced infection rate after two vaccine doses,CONSTANT,0.01,,,
Measles2,Parameter,VaccineWaningRate,,,,,,Model file,Certain,,,,,,"Slow waning of vaccine-induced immunity, included because the paper evaluates waning sensitivity scenarios",CONSTANT,0.002,,,
Measles2,Parameter,IncubationProgressionRate,,,,,,Model file,Certain,,,,,,Progression from exposed to infectious measles,CONSTANT,0.125,,,
Measles2,Parameter,RecoveryRate,,,,,,Model file,Certain,,,,,,Recovery from infectious measles,CONSTANT,0.143,,,
Measles3,Compartment,MaternalImmunity,,80,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles3,Compartment,Susceptible,,9200,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles3,Compartment,VaccineFailure,,200,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles3,Compartment,Latent,,15,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles3,Compartment,Infectious,,10,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Measles3,Compartment,Immune,,495,False,0.0,None,Model file,Certain,,,,,,,,,,,
Measles3,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.0,False,Loss of passive maternal antibody protection; corresponds to M -> X in the paper,,,,,
Measles3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.1,False,Measles infection of susceptible individuals; corresponds to X -> H in the paper,,,,,
Measles3,Flow,,,,,,,Model file,Certain,,Immune,RateFlow,//@parameters.2,False,Effective vaccination of susceptible individuals with long-lasting protection; corresponds to p*vaccination into Z in the paper,,,,,
Measles3,Flow,,,,,,,Model file,Certain,,VaccineFailure,RateFlow,//@parameters.3,False,Vaccine failure among vaccinated susceptibles; corresponds to (1-p)*vaccination into Xv in the paper,,,,,
Measles3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.4,False,Infection of vaccine-failure individuals who remain unprotected against wild virus; corresponds to Xv -> H in the paper,,,,,
Measles3,Flow,,,,,,,Model file,Certain,,Infectious,RateFlow,//@parameters.5,False,Progression from latent/pre-patent infection to infectious measles; corresponds to H -> Y in the paper,,,,,
Measles3,Flow,,,,,,,Model file,Certain,,Immune,RateFlow,//@parameters.6,False,Recovery from infectious measles and acquisition of lasting immunity; corresponds to Y -> Z in the paper,,,,,
Measles3,Parameter,MaternalImmunityLossRate,,,,,,Model file,Certain,,,,,,"Rate of loss of passive immunity; Table 1 gives mean maternal protection of about 3 months, corresponding to rate 4.0 per year",CONSTANT,4.0,,,
Measles3,Parameter,SusceptibleInfectionRate,,,,,,Model file,Certain,,,,,,Representative force of infection for one age stratum in the realistic age-structured measles model; the paper uses age-specific forces of infection and WAIFW mixing,CONSTANT,0.52,,,
Measles3,Parameter,EffectiveVaccinationRate,,,,,,Model file,Certain,,,,,,"Effective vaccination flow from susceptible to immune, reflecting baseline high coverage and vaccine efficacy in the paper",CONSTANT,0.18,,,
Measles3,Parameter,VaccineFailureRate,,,,,,Model file,Certain,,,,,,"Vaccination flow from susceptible to vaccine-failure class, reflecting imperfect vaccine efficacy in the paper",CONSTANT,0.02,,,
Measles3,Parameter,VaccineFailureInfectionRate,,,,,,Model file,Certain,,,,,,Force of infection for vaccine-failure individuals exposed to wild virus; these individuals follow the same infection course as susceptibles once infected,CONSTANT,0.40,,,
Measles3,Parameter,LatentProgressionRate,,,,,,Model file,Certain,,,,,,"Rate of progression from latent to infectious; Table 1 gives average latent period of 7 days, corresponding to 52.14 per year",CONSTANT,52.14,,,
Measles3,Parameter,RecoveryRate,,,,,,Model file,Certain,,,,,,"Rate of recovery from infectious measles; Table 1 gives average infectious period of 7 days, corresponding to 52.14 per year",CONSTANT,52.14,,,
Tuberculosis1,Compartment,Susceptible,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis1,Compartment,Vaccinated,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis1,Compartment,Infected,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis1,Compartment,Recovered,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,parameters.2,False,Primary infection: S→I through contact with I at rate π (incidence term uses S and I),,,,,
Tuberculosis1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,parameters.3,False,Vaccination: S→V at rate θ,,,,,
Tuberculosis1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,parameters.4,False,Vaccine waning: V→S at rate δ (finite duration of vaccine protection),,,,,
Tuberculosis1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,parameters.5,False,Recovery/treatment: I→R at rate γ,,,,,
Tuberculosis1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,parameters.8,False,"Reinfection: R→I through contact with I at reduced rate α·π (α is correction in [0,1])",,,,,
Tuberculosis1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,parameters.0,False,Waning natural immunity: R→S at rate η (temporary immunity),,,,,
Tuberculosis1,Parameter,η,,,,,,Model file,Certain,,,,,,Immunity waning rate (R→S),CONSTANT,0.027,1/day,,
Tuberculosis1,Parameter,μ,,,,,,Model file,Certain,,,,,,Natural death rate,CONSTANT,0.000051,1/day,,
Tuberculosis1,Parameter,π,,,,,,Model file,Certain,,,,,,Infection rate/probability of successful infection (S→I term),CONSTANT,0.0059,1/day,,
Tuberculosis1,Parameter,θ,,,,,,Model file,Certain,,,,,,Vaccination rate (S→V),CONSTANT,0.085,1/day,,
Tuberculosis1,Parameter,δ,,,,,,Model file,Certain,,,,,,Vaccine waning rate (V→S),CONSTANT,0.00274,1/day,,
Tuberculosis1,Parameter,γ,,,,,,Model file,Certain,,,,,,Recovery rate (I→R),CONSTANT,0.041,1/day,,
Tuberculosis1,Parameter,α,,,,,,Model file,Certain,,,,,,Reinfection correction parameter (range: 0 to 1),CONSTANT,1,dimensionless,,
Tuberculosis1,Parameter,Λ,,,,,,Model file,Certain,,,,,,Recruitment rate into susceptible,CONSTANT,98.7,1/day,,
Tuberculosis1,Parameter,α*π,,,,,,Model file,Certain,,,,,,"Reinfection rate multiplier (α in [0,1])",EXPRESSION,α * π,1/day,,
Tuberculosis2,Compartment,Susceptible,,9900,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis2,Compartment,LatentInfection,,70,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis2,Compartment,InfectiousTuberculosis,,15,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis2,Compartment,NonInfectiousTuberculosis,,10,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis2,Compartment,OnTreatment,,5,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis2,Compartment,TreatmentFailureState,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis2,Compartment,SelfCuredState,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,LatentInfection,RateFlow,//@parameters.0,False,New infection leading to latent tuberculosis infection,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,InfectiousTuberculosis,RateFlow,//@parameters.1,False,Progressive primary disease after new infection leading to infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,NonInfectiousTuberculosis,RateFlow,//@parameters.2,False,Progressive primary disease after new infection leading to non-infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,InfectiousTuberculosis,RateFlow,//@parameters.3,False,Endogenous reactivation from latent infection to infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,NonInfectiousTuberculosis,RateFlow,//@parameters.4,False,Endogenous reactivation from latent infection to non-infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,InfectiousTuberculosis,RateFlow,//@parameters.5,False,Exogenous reinfection of latently infected individuals leading to infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,NonInfectiousTuberculosis,RateFlow,//@parameters.6,False,Exogenous reinfection of latently infected individuals leading to non-infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,OnTreatment,RateFlow,//@parameters.7,False,Case detection and start of treatment for infectious tuberculosis; this is the main DOTS lever in the paper,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,SelfCuredState,RateFlow,//@parameters.8,False,Self-cure from infectious tuberculosis; paper notes spontaneous resolution can occur without treatment,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,OnTreatment,RateFlow,//@parameters.9,False,Case detection and treatment of non-infectious tuberculosis; the paper states a region-specific fraction of non-infectious cases are detected,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,SelfCuredState,RateFlow,//@parameters.10,False,Self-cure from non-infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,LatentInfection,RateFlow,//@parameters.11,False,Successful cure after treatment; paper states cured patients remain infected and return to the latent class,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,TreatmentFailureState,RateFlow,//@parameters.12,False,Treatment failure/default/transfer-out; paper groups these as treatment failure with higher future risk of redevelopment,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,InfectiousTuberculosis,RateFlow,//@parameters.13,False,Relapse or redevelopment to infectious tuberculosis after treatment failure,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,NonInfectiousTuberculosis,RateFlow,//@parameters.14,False,Relapse or redevelopment to non-infectious tuberculosis after treatment failure,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,InfectiousTuberculosis,RateFlow,//@parameters.15,False,Relapse after self-cure to infectious tuberculosis,,,,,
Tuberculosis2,Flow,,,,,,,Model file,Certain,,NonInfectiousTuberculosis,RateFlow,//@parameters.16,False,Relapse after self-cure to non-infectious tuberculosis,,,,,
Tuberculosis2,Parameter,PrimaryInfectionToLatentRate,,,,,,Model file,Certain,,,,,,New infection leading to latent class,CONSTANT,0.18,,,
Tuberculosis2,Parameter,PrimaryInfectionToInfectiousRate,,,,,,Model file,Certain,,,,,,Progressive primary disease to infectious tuberculosis,CONSTANT,0.015,,,
Tuberculosis2,Parameter,PrimaryInfectionToNonInfectiousRate,,,,,,Model file,Certain,,,,,,Progressive primary disease to non-infectious tuberculosis,CONSTANT,0.010,,,
Tuberculosis2,Parameter,LatentReactivationToInfectiousRate,,,,,,Model file,Certain,,,,,,Endogenous reactivation from latent infection to infectious disease,CONSTANT,0.0025,,,
Tuberculosis2,Parameter,LatentReactivationToNonInfectiousRate,,,,,,Model file,Certain,,,,,,Endogenous reactivation from latent infection to non-infectious disease,CONSTANT,0.0015,,,
Tuberculosis2,Parameter,ExogenousReinfectionToInfectiousRate,,,,,,Model file,Certain,,,,,,Reinfection-driven progression from latent infection to infectious disease,CONSTANT,0.006,,,
Tuberculosis2,Parameter,ExogenousReinfectionToNonInfectiousRate,,,,,,Model file,Certain,,,,,,Reinfection-driven progression from latent infection to non-infectious disease,CONSTANT,0.004,,,
Tuberculosis2,Parameter,InfectiousCaseDetectionRate,,,,,,Model file,Certain,,,,,,Representative DOTS case-detection parameter for infectious cases based on WHO target discussed in the paper,CONSTANT,0.70,,,
Tuberculosis2,Parameter,InfectiousSelfCureRate,,,,,,Model file,Certain,,,,,,Self-cure from infectious tuberculosis without treatment,CONSTANT,0.03,,,
Tuberculosis2,Parameter,NonInfectiousCaseDetectionRate,,,,,,Model file,Certain,,,,,,"Detection of non-infectious cases represented as a fraction of infectious case detection, reflecting the paper's region-specific relative detection of non-infectious cases",CONSTANT,0.42,,,
Tuberculosis2,Parameter,NonInfectiousSelfCureRate,,,,,,Model file,Certain,,,,,,Self-cure from non-infectious tuberculosis without treatment,CONSTANT,0.04,,,
Tuberculosis2,Parameter,TreatmentCureRate,,,,,,Model file,Certain,,,,,,"Cure rate under DOTS-like short-course chemotherapy, matching the WHO target emphasized in the paper",CONSTANT,0.85,,,
Tuberculosis2,Parameter,TreatmentFailureRate,,,,,,Model file,Certain,,,,,,Treatment failure / default / transfer-out complementing the DOTS cure target,CONSTANT,0.15,,,
Tuberculosis2,Parameter,FailureRelapseToInfectiousRate,,,,,,Model file,Certain,,,,,,Redevelopment of infectious tuberculosis after treatment failure,CONSTANT,0.06,,,
Tuberculosis2,Parameter,FailureRelapseToNonInfectiousRate,,,,,,Model file,Certain,,,,,,Redevelopment of non-infectious tuberculosis after treatment failure,CONSTANT,0.04,,,
Tuberculosis2,Parameter,SelfCureRelapseToInfectiousRate,,,,,,Model file,Certain,,,,,,Relapse to infectious tuberculosis after self-cure,CONSTANT,0.03,,,
Tuberculosis2,Parameter,SelfCureRelapseToNonInfectiousRate,,,,,,Model file,Certain,,,,,,Relapse to non-infectious tuberculosis after self-cure,CONSTANT,0.02,,,
Tuberculosis3,Compartment,Uninfected,,9000,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis3,Compartment,RecentTBInfection,,500,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis3,Compartment,RemoteTBInfection,,1200,False,5.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis3,Compartment,ActiveTBSmearPositive,,120,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis3,Compartment,ActiveTBSmearNegative,,80,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis3,Compartment,ActiveTBExtrapulmonary,,40,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis3,Compartment,RecentlyTreatedRecovered,,60,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RecentTBInfection,RateFlow,//@parameters.0,False,"Infection of uninfected individuals from smear-positive pulmonary TB, the most infectious compartment in the paper",,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RecentTBInfection,RateFlow,//@parameters.1,False,Infection of uninfected individuals from smear-negative pulmonary TB at reduced infectiousness,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RemoteTBInfection,RateFlow,//@parameters.2,False,"Stabilization of recent infection into remote latent infection after about 2 years, as described in the paper",,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBSmearPositive,RateFlow,//@parameters.3,False,Rapid progression from recent infection to active smear-positive TB,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBSmearNegative,RateFlow,//@parameters.4,False,Rapid progression from recent infection to active smear-negative TB,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBExtrapulmonary,RateFlow,//@parameters.5,False,Rapid progression from recent infection to active extrapulmonary TB,,,,,
